run_idx,w,lambda_loss,seed,algo,env,mean_reward,collapsed,final_value_loss,final_explained_variance
10,0.3,1,52,PPO,MPE_CoopNav,-65.37509729913715,True,19.001324449450962,0.479170696569008
1,0.3,1,43,PPO,MPE_CoopNav,-63.07478886613575,True,18.40117523586246,0.4366509526700888
24,0.35,1,46,PPO,MPE_CoopNav,-65.63808333140325,True,20.61887362287231,0.4309143111128813
50,0.4,1,52,PPO,MPE_CoopNav,-57.51675573123246,True,21.030663744466104,0.3232016931842445
26,0.35,1,48,PPO,MPE_CoopNav,-72.45190682638821,True,27.65675113961272,0.3107500767738352
23,0.35,1,45,PPO,MPE_CoopNav,-78.56930344980847,True,25.266761627835287,0.313375482228364
6,0.3,1,48,PPO,MPE_CoopNav,-60.9430542592282,True,18.302574271207884,0.41992595268081917
20,0.35,1,42,PPO,MPE_CoopNav,-62.56390688618852,True,25.084023533435243,0.2567240845187831
13,0.3,1,55,PPO,MPE_CoopNav,-60.16704251275121,True,22.537880223142352,0.2842204153308795
4,0.3,1,46,PPO,MPE_CoopNav,-64.88750152260484,True,22.928352918698145,0.34947259825262006
42,0.4,1,44,PPO,MPE_CoopNav,-70.37775517012041,True,26.84649746169201,0.28431785272651383
11,0.3,1,53,PPO,MPE_CoopNav,-97.49404203363319,True,16.933788523722857,0.6492610252563688
34,0.35,1,56,PPO,MPE_CoopNav,-66.88651146105526,True,17.75051703769785,0.47726690120489434
85,0.5,1,47,PPO,MPE_CoopNav,-76.20756124392673,True,29.950696579869668,0.3716476353102396
